,liquid,pipette,volume,aspiration_rate,dispense_rate,blow_out_rate,delay_aspirate,delay_dispense,delay_blow_out,touch_tip_aspirate,touch_tip_dispense,density,time,mi,mf,m,%error,Transfer_Observation,Comment
18,Viscosity_std_204,p1000,300.0,96.863935,46.749,0,5,5,0,True,False,0.8639,24.52556586265564,21.3317,21.5866,0.25489999999999924,-1.6475672338622422,Within Tolerance,
19,Viscosity_std_204,p1000,1000.0,88.481813,16.411772,0,5,5,0,True,False,0.8639,89.04442358016968,21.5866,22.4486,0.8619999999999983,-0.2199328626000322,Within Tolerance,
20,Viscosity_std_204,p1000,500.0,88.481813,16.411772,0,5,5,0,True,False,0.8639,52.16586375236511,22.4486,22.8877,0.4390999999999998,1.6552841764092656,Within Tolerance,
21,Viscosity_std_204,p1000,300.0,88.481813,16.411772,0,5,5,0,True,False,0.8639,37.45087742805481,22.8877,23.1618,0.2741000000000007,5.760697611606537,Excess Aspiration and Dispense,
22,Viscosity_std_204,p1000,1000.0,71.591191,13.991611,0,5,5,0,True,False,0.8639,102.3812403678894,23.1618,24.0321,0.8703000000000003,0.7408264845468566,Within Tolerance,
23,Viscosity_std_204,p1000,500.0,71.591191,13.991611,0,5,5,0,True,False,0.8639,58.88443064689636,24.0321,24.4813,0.44920000000000115,3.993517768260482,Within Tolerance,
24,Viscosity_std_204,p1000,300.0,71.591191,13.991611,0,5,5,0,True,False,0.8639,41.60005855560303,24.4813,24.7553,0.27399999999999736,5.722112898868444,Excess Aspiration and Dispense,
25,Viscosity_std_204,p1000,1000.0,101.382593,26.169688,0,5,5,0,True,False,0.8639,63.44582390785217,24.7553,25.6018,0.8465000000000025,-2.0141220048613877,Within Tolerance,
26,Viscosity_std_204,p1000,500.0,101.382593,26.169688,0,5,5,0,True,False,0.8639,39.34444999694824,25.6018,26.0405,0.43870000000000076,1.5626808658411286,Within Tolerance,
27,Viscosity_std_204,p1000,300.0,101.382593,26.169688,0,5,5,0,True,False,0.8639,29.738149404525757,26.0405,26.3067,0.26619999999999777,2.712505305397137,Within Tolerance,
28,Viscosity_std_204,p1000,1000.0,105.261855,22.65554,0,5,5,0,True,False,0.8639,69.46943426132202,26.3067,27.1603,0.8536000000000001,-1.192267623567527,Within Tolerance,
29,Viscosity_std_204,p1000,500.0,105.261855,22.65554,0,5,5,0,True,False,0.8639,42.39105296134949,27.1603,27.6003,0.4400000000000013,1.8636416251883965,Within Tolerance,
30,Viscosity_std_204,p1000,300.0,105.261855,22.65554,0,5,5,0,True,False,0.8639,31.584258556365967,27.6003,27.8652,0.2649000000000008,2.2109040398197286,Within Tolerance,
